name,state,established,stamp_index,coordinates,latitude,longitude
ERIESIDE,Ohio,1941,1,True,41.64449,-81.46373
ERWIN,North Carolina,1926,0,True,35.31741,-78.68226
ESKO,Minnesota,1935,0,True,46.70669,-92.36455
ESSEX,Maryland,1922,1,True,39.30775,-76.47623
ESSIE,Kentucky,1924,0,True,37.06177,-83.45448
ESTILCO,Kentucky,1928,3,True,37.60956,-83.97977
EUNICE,West Virginia,1929,1,True,37.9465,-81.54344
EVANSHIRE,Michigan,1930,5,True,43.05746,-82.52744
EVANSTON,Kentucky,1950,1,True,37.54204,-83.03156
EWING STATION,Indiana,1969,1,True,38.88478,-86.05526
FAIL ROCK,Kentucky,1924,0,True,37.21467,-83.78687
FAIRBORN,Ohio,1950,0,True,39.82791,-84.02259
FAIRDAIE,Kentucky,1955,0,True,38.10417,-85.75726
FAIRDALE,West Virginia,1939,0,True,37.77996,-81.36331
FALLING ROCK,West Virginia,1934,0,True,38.46838,-81.40179
FALLING SPRING,Virginia,1931,1,True,37.88651,-79.9795
FAME,West Virginia,1925,1,True,38.74206,-79.16198
FANROCK,West Virginia,1932,1,True,37.56678,-81.65233
FARMERS,Virginia,1950,1,True,38.0818,-77.36526
FARMERS STORE,Virginia,1934,1,True,38.0818,-77.36526
FARRADAY,Kentucky,1923,1,True,37.17343,-82.77821
FAYE,Kentucky,1922,1,True,38.06861,-83.16194
FEDSCREEK,Kentucky,1921,0,True,37.40144,-82.24027
FELTY,Kentucky,1926,1,True,37.303,-83.71006
FENWICK ISLAND,Delaware,1955,0,True,38.46233,-75.05129
FERGUSON,Kentucky,1947,0,True,37.06744,-84.60332
FERNHILL,Virginia,1924,2,True,38.35707,-78.54418
FIELD,Kentucky,1932,1,True,36.89287,-83.60214
FIFTY LAKES,Minnesota,1926,0,True,46.73783,-94.0498
FISHPOND,Kentucky,1924,3,True,37.15542,-82.67913
FITZPATRICK,Kentucky,1936,4,True,37.65152,-82.81962
FIVE FORKS,West Virginia,1938,1,True,38.96703,-81.059
FLAT FORK,Kentucky,1934,0,True,37.83787,-83.0285
FLATWOODS,Kentucky,1938,0,True,38.52155,-82.72191
FLINT SPRINGS,Kentucky,1930,1,True,37.34338,-86.7136
FLOWER,West Virginia,1922,1,True,38.83148,-80.77316
FOLLY,Virginia,1921,1,True,37.87957,-76.32772
FONTANA DAM,North Carolina,1942,0,True,35.43507,-83.82554
FOREST,Virginia,1924,0,True,37.36568,-79.29729
FOREST CENTER,Minnesota,1950,1,True,47.795,-91.3075
FOREST HILLS,Kentucky,1959,0,True,37.64064,-82.28779
FOREST PARK,Illinois,1922,0,True,41.8788,-87.81431
FORK RIDGE,Virginia,1929,2,True,37.134,-81.88318
FORSHEE,Virginia,1921,2,True,37.51653,-76.81357
FORT ASHBY,West Virginia,1932,0,True,39.50054,-78.76678
FORT BELVOIR,Virginia,1935,0,True,38.68764,-77.13685
FORT BRAGG,North Carolina,1922,1,True,35.13036,-78.99586
FORT BRANCH,Indiana,1956,0,True,38.24806,-87.57759
FORT CAMPBELL,Kentucky,1959,0,True,36.64105,-87.44852
FORT FISHER,North Carolina,1942,3,True,34.07295,-77.91499
FORT GEORGE G.MEADE,Maryland,1929,0,True,39.1065,-76.73659
FORT HOYLE,Maryland,1926,2,True,39.38833,-76.30139
FORT HUMPHREYS,Virginia,1922,5,True,38.7125,-77.15833
FORT KNOX,Kentucky,1932,0,True,37.89705,-85.95654
FORT MONROE,Virginia,1941,1,True,37.00561,-76.30486
FORT RUN,West Virginia,1931,1,True,39.06677,-78.92253
FORT SCOTT CAMPS,Ohio,1941,1,True,39.27089,-84.65967
FORT VALLEY,Virginia,1986,0,True,38.84531,-78.4159
FORT WASHINGTON,Maryland,1996,0,True,38.73084,-76.99165
FRAKES,Kentucky,1936,0,True,36.63896,-83.93253
FRANCES,West Virginia,1923,2,True,39.84341,-80.81676
FRANCO,Virginia,1922,4,True,36.97649,-82.4207
FRANK,West Virginia,1926,1,True,38.54845,-79.80561
FREEBURN,Kentucky,1933,0,True,37.56358,-82.13777
FREEMAN SPUR,Illinois,1921,0,True,37.85902,-89.0019
FRISBY,Kentucky,1921,1,True,36.84861,-84.90981
FRUITPLAIN,Virginia,1925,2,True,37.98513,-76.6094
FRUM,West Virginia,1924,2,True,39.65869,-80.00756
FUQUAY-VARINA,North Carolina,1964,0,True,35.58432,-78.80001
GABBARD,Kentucky,1940,1,True,37.36104,-83.62098
GALESVILLE,Maryland,1924,0,True,38.84505,-76.5454
GARDEN CITY,Michigan,1931,0,True,42.31131,-83.34856
GARDNER,Kentucky,1931,2,True,36.96866,-83.53867
GARLAND,West Virginia,1926,3,True,37.40067,-81.78456
GARNER,Kentucky,1936,0,True,37.35802,-82.92602
GASTON,North Carolina,1939,0,True,36.49975,-77.64473
GATTON,Kentucky,1923,1,True,37.48821,-85.65529
GEARHEART,Kentucky,1923,1,True,37.4126,-82.74905
GENOA CITY,Wisconsin,1924,0,True,42.49845,-88.33119
GERMANTOWN,Wisconsin,1927,0,True,43.22274,-88.10381
GESLING,Kentucky,1927,1,True,38.42314,-83.0924
GIBSON ISLAND,Maryland,1932,0,True,39.07713,-76.4235
GLEN BURKE,Virginia,1924,4,True,37.14872,-81.82901
GLEN DANIEL,West Virginia,1921,0,True,37.77923,-81.34136
GLEN FORK,West Virginia,1927,0,True,37.69765,-81.53081
GLEN HEDRICK,West Virginia,1926,3,True,37.75024,-81.13753
GLEN LAKE,Minnesota,1922,1,True,44.90333,-93.46722
GLEN MORRISON,West Virginia,1923,2,True,37.67872,-81.50149
GLEN ROBBINS,Ohio,1921,1,True,40.16118,-80.74286
GLENDIE,Virginia,1922,2,True,38.39985,-77.53499
GLENITA,Virginia,1923,2,True,36.7001,-82.75044
GLENWOOD,North Carolina,1945,0,True,35.61457,-81.98205
GLO,Kentucky,1921,1,True,37.44788,-82.80933
GLUEK,Minnesota,1928,1,True,44.98528,-95.47306
GOBLES,Michigan,1922,0,True,42.35929,-85.87818
GOILIHUE,Kentucky,1923,2,True,38.24699,-82.88529
GOLDBOND,Virginia,1946,0,True,37.38012,-80.66646
GORDON FORD,Kentucky,1946,1,True,37.88373,-83.23822
GRANNIE,Kentucky,1921,1,True,37.69643,-83.58285
GRASS CREEK,Indiana,1963,1,True,40.94754,-86.40445
GRAYSBRANCH,Kentucky,1926,1,True,38.65341,-82.87517
GREEN ROAD,Kentucky,1927,0,True,36.9414,-83.84523
GREEN SPRINGS,Virginia,1950,1,True,38.08597,-78.11167
GREEN VALLEY,Wisconsin,1957,0,True,44.79555,-88.27038
GREENBELT,Maryland,1937,0,True,38.99174,-76.87502
GREENBUSH,Michigan,1921,0,True,44.5873,-83.31697
GREENDALE,Wisconsin,1938,0,True,42.93968,-87.99675
GREENSBURG,Ohio,1922,0,True,40.932,-81.46512
GREENWAY,Virginia,1931,1,True,38.97205,-77.23248
GRETHEL,Kentucky,1921,0,True,37.47774,-82.65673
GRIMSLEYVILLE,Virginia,1934,1,True,37.16817,-81.9029
GUARDIAN,West Virginia,1937,1,True,38.63621,-80.46647
GULROCK,North Carolina,1921,1,True,35.41434,-76.08963
GULSTON,Kentucky,1927,0,True,36.77509,-83.32879
GUM TREE,Virginia,1928,4,True,37.81931,-77.47415
GUNLOCK,Kentucky,1937,0,True,37.5476,-82.926
HALLS GAP,Kentucky,1940,1,True,37.46079,-84.63208
HALO,Kentucky,1923,0,True,37.31566,-82.73932
HAMILTON PARK,Delaware,1922,2,True,39.71734,-75.54576
HAMM,Kentucky,1928,1,True,38.12758,-83.31379
HAMRICK,North Carolina,1936,1,True,35.80984,-82.19901
HANCOCK,West Virginia,1948,1,True,39.69287,-78.17751
HANES,North Carolina,1921,1,True,36.08236,-80.297
HANOVER,Maryland,1962,0,True,39.16471,-76.7083
HARBOR HILLS,Ohio,1927,2,True,39.93673,-82.43515
HARBOR VIEW,Ohio,1923,0,True,41.69539,-83.44497
HARDING,Minnesota,1923,1,True,46.11611,-94.04056
HARDWICK,Kentucky,1929,3,True,36.93008,-84.68944
HARDYVILLE,Virginia,1922,0,True,37.55618,-76.37506
HARE,Kentucky,1926,1,True,37.03287,-83.93465
HARMAN,Virginia,1935,0,True,37.29317,-82.20208
HARRELLS,North Carolina,1952,0,True,34.72567,-78.19455
HARRIETTA,Michigan,1923,0,True,44.3093,-85.69777
HARRYHOGAN,Virginia,1924,1,True,38.00707,-76.54412
HARSENS ISLAND,Michigan,1960,0,True,42.58352,-82.56312
HARTFIELD,Virginia,1927,0,True,37.55554,-76.46556
HARVEYTON,Kentucky,1923,1,True,37.31284,-83.20212
HATCHER,West Virginia,1943,1,True,37.69594,-81.61955
HAUER,Wisconsin,1922,1,True,45.80273,-91.46017
HAYDOCK,Iowa,1924,3,True,41.06667,-93.0377
HAYES,Virginia,1950,0,True,37.27392,-76.49969
HAYSLIPS CORNERS,Minnesota,1938,3,True,47.6,-93.77361
HAZEL PARK,Michigan,1946,0,True,42.46283,-83.10373
HAZEL PATCH,Kentucky,1961,1,True,37.23336,-84.19627
HAZELWOOD,North Carolina,1945,0,True,35.47804,-83.00172
HEAFFORD JUNCTION,Wisconsin,1935,1,True,45.54719,-89.71542
HEENON,Kentucky,1926,1,True,37.67129,-82.49062
HEISEY,Kentucky,1927,1,True,37.66503,-82.38596
HELECHAWA,Kentucky,1922,0,True,37.76582,-83.34038
HELMET,Virginia,1922,1,True,37.91653,-77.10497
HERNDON HEIGHTS,West Virginia,1947,1,True,37.50345,-81.35871
HI HAT,Kentucky,1943,0,True,37.38901,-82.73038
HIAWATHA,Iowa,1955,0,True,42.03745,-91.67089
HIGGINS LAKE,Michigan,1960,0,True,44.46171,-84.75237
HIGH FALLS,Kentucky,1924,3,True,37.72934,-83.58392
HIGHPLAINS,Kentucky,1921,4,True,37.77312,-86.21108
HILL,Virginia,1922,1,True,36.70788,-82.64794
HILL TOP,Kentucky,1925,1,True,36.72189,-84.53382
HILTONIAN,Kentucky,1927,1,True,37.28129,-83.19155
HIMLERVILLE,Kentucky,1921,4,True,37.8401,-82.43904
HINES,Illinois,1929,0,True,41.86057,-87.84255
HINES,West Virginia,1938,1,True,37.98151,-80.71648
HIRAM,Kentucky,1943,1,True,36.96685,-83.04811
HISEL,Kentucky,1948,1,True,37.55564,-84.08382
HISLOPE,Kentucky,1924,3,True,37.02174,-84.73328
HITE,Kentucky,1923,1,True,37.55704,-82.75349
HIWASEE DAM,North Carolina,1937,1,True,35.14897,-84.1713
HIX,West Virginia,1928,1,True,37.73012,-80.81953
HODE,Kentucky,1921,0,True,37.88565,-82.4257
HODGES GAP,North Carolina,1922,2,True,36.20707,-81.70066
HOGARD,Kentucky,1928,3,True,36.93451,-85.35774
HOGES CHAPEL,Virginia,1950,1,True,37.32151,-80.59867
HOLBROOK,Kentucky,1934,3,True,37.18064,-82.75352
HOLDEN BEACH,North Carolina,1951,1,True,33.91323,-78.30389
HOLLANDALE,Minnesota,1923,0,True,43.7604,-93.20559
HOLLAR,North Carolina,1921,3,True,36.23734,-81.73511
HOLLER,Minnesota,1927,1,True,48.58667,-93.39862
HOLLIFIELD,North Carolina,1923,1,True,35.82817,-82.07761
HOLLINS COLLEGE,Virginia,1934,1,True,37.35526,-79.94238
HOLLISTER,Wisconsin,1923,1,True,45.24802,-88.7915
HOLLY CORNER,Virginia,1926,2,True,38.36346,-77.5661
HOLMES MILL,Kentucky,1926,0,True,36.86842,-83.00239
HOLY CROSS,Indiana,1935,2,True,41.68824,-86.27341
HOME CREEK,Virginia,1927,1,True,37.35039,-82.07069
HOMETOWN,West Virginia,1952,0,True,38.5335,-81.8592
HONEYCUTT,North Carolina,1922,1,True,36.06067,-82.21291
HOOVEN,Ohio,1927,0,True,39.17783,-84.75967
HOPEMONT,West Virginia,1921,1,True,39.43732,-79.51727
HORNSBYVILLE,Virginia,1922,1,True,37.19653,-76.46828
HOSEA,Kentucky,1926,3,True,37.15393,-83.48742
HOT SPOT,Kentucky,1932,1,True,37.1276,-82.91655
HOUGHTON LAKE HEIGHTS,Michigan,1956,0,True,44.32779,-84.77237
HOUGHTON POINT,Michigan,1949,1,True,44.37222,-84.75917
HOUSTON,Delaware,1937,0,True,38.91773,-75.50481
HOYT LAKES,Minnesota,1955,0,True,47.52042,-92.14375
HUBBS,Kentucky,1925,4,True,36.77931,-83.88716
HUDDY,Kentucky,1924,0,True,37.59869,-82.27643
HUFFCO,West Virginia,1921,5,True,37.73209,-81.82777
HUGH,Virginia,1921,2,True,37.09344,-82.55932
HUMMEL,Kentucky,1923,1,True,37.39647,-84.28549
HUNT,West Virginia,1946,1,True,37.72094,-81.87179
HUNTER,Kentucky,1922,0,True,37.50621,-82.75627
HURST,Kentucky,1925,1,True,37.63703,-83.50491
HUTCH,Kentucky,1925,2,True,36.65064,-83.6213
HUTCHINSON,West Virginia,1944,1,True,37.81677,-81.90818
ICE CLIFF,Kentucky,1929,3,True,36.9999,-83.57846
IDLEWILD,Michigan,1923,0,True,43.89485,-85.78593
IKES FORK,West Virginia,1948,0,True,37.52176,-81.80475
INDIAN GAP,Virginia,1949,1,True,37.15428,-82.05874
INSULL,Kentucky,1925,1,True,36.76391,-83.4894
IOSCO,Michigan,1925,3,True,44.33111,-83.68111
ISABAN,West Virginia,1924,1,True,37.53011,-81.88817
ISLAND PARK,Minnesota,1925,3,True,44.92472,-93.63806
ISLAND VIEW,Ohio,1926,3,True,40.51616,-83.88605
ISLE ROYALE NATIONAL PARK,Michigan,1959,2,True,47.94766,-88.76202
ISLINGTON,Michigan,1927,1,True,45.975,-84.3625
IVY,Virginia,1950,0,True,38.0562,-78.59658
IVY GROVE,Kentucky,1926,2,True,36.82231,-83.69575
JACKS CREEK,Kentucky,1932,1,True,37.20755,-83.55755
JAMESTOWN,Illinois,1923,4,True,38.04977,-89.52926
JANEY,Virginia,1950,1,True,37.22206,-82.03041
JARVIS,Kentucky,1952,1,True,36.95586,-83.89163
JASON,Kentucky,1937,1,True,37.17859,-83.48348
JEFFREY,West Virginia,1956,0,True,37.97164,-81.82278
JENSON,Kentucky,1927,1,True,36.77703,-83.62992
JEP HILL,Kentucky,1924,1,True,37.35336,-84.18115
JERE,West Virginia,1924,1,True,39.66703,-80.03534
JERRYVILLE,West Virginia,1936,1,True,38.42567,-80.31119
JETTLE,Kentucky,1940,1,True,37.43186,-82.48236
JEWELL VALLEY,Virginia,1937,1,True,37.24734,-81.8015
JIM,West Virginia,1943,1,True,37.59561,-81.63487
JOHNS RUN,Kentucky,1921,0,True,38.23827,-82.91266
JOHNSON,Delaware,1928,3,True,38.47539,-75.13852
JOHNSONIA,Kentucky,1923,3,True,37.60371,-82.84377
JOLO,West Virginia,1930,0,True,37.32372,-81.82056
JONBEN,West Virginia,1921,1,True,37.65484,-81.19149
JONES,Virginia,1950,1,True,38.17013,-77.80916
JORDAN,Iowa,1937,1,True,42.04915,-93.78411
JORDAN,West Virginia,1930,1,True,39.54869,-80.08118
JOSEPHINE,West Virginia,1946,0,True,37.62062,-81.22183
JUNCTION CITY,Wisconsin,1925,0,True,44.59165,-89.77137
JUSTELL,Kentucky,1922,1,True,37.55649,-82.63793
KABETOGAMA,Minnesota,1931,1,True,48.43778,-93.02722
KALE,West Virginia,1922,2,True,37.38428,-81.18537
KALLOPI,Kentucky,1945,1,True,37.23343,-83.41657
KALMIA,North Carolina,1937,1,True,35.92985,-82.02289
KANES CREEK,West Virginia,1922,5,True,39.50897,-79.75256
KATHRYN,West Virginia,1929,1,True,37.87595,-80.97426
KAWANA,North Carolina,1921,2,True,35.98068,-81.82316
KAYJAY,Kentucky,1931,1,True,36.74364,-83.84937
KAYLONG,West Virginia,1935,1,True,38.94563,-82.08848
KEEN MOUNTAIN,Virginia,1937,0,True,37.20207,-81.98393
KEILACEY,Kentucky,1922,1,True,37.97315,-83.39336
KEITH,Kentucky,1938,0,True,36.87392,-83.18848
KEITH,Wisconsin,1924,2,True,45.5083,-88.88289
KEITH,West Virginia,1923,1,True,38.04288,-81.57373
KEMPTON,Maryland,1950,3,True,39.20677,-79.48533
KENNARD,Virginia,1926,1,True,37.91569,-76.74774
KENNEDY,Wisconsin,1927,2,True,45.91023,-90.65739
KENVIR,Kentucky,1921,0,True,36.85276,-83.15801
KERNIE,Kentucky,1921,1,True,37.76761,-83.15778
KERNS,Virginia,1923,1,True,37.38012,-80.66646
KESSLER,West Virginia,1939,1,True,37.9854,-80.66925
KILL DEVIL HILLS,North Carolina,1938,0,True,36.01144,-75.66034
KING,Wisconsin,1941,0,True,44.33739,-89.1458
KINGBEE,Kentucky,1922,1,True,37.1548,-84.738
KINGS CHAPEL,Kentucky,1922,5,True,38.30865,-83.06866
KINGSFORD HEIGHTS,Indiana,1943,0,True,41.47935,-86.69275
KOPPERSTON,West Virginia,1939,0,True,37.74844,-81.56955
KROLLITZ,West Virginia,1922,4,True,37.47178,-81.86039
KURE BEACH,North Carolina,1942,0,True,34.00136,-77.90587
LA FRANK,West Virginia,1923,1,True,38.21873,-80.55898
LADEN,Kentucky,1925,2,True,36.91591,-83.1927
LADYSMITH,Virginia,1928,0,True,38.014,-77.51407
LAKE BRONSON,Minnesota,1939,0,True,48.73581,-96.66335
LAKE DELTON,Wisconsin,1931,0,True,43.59039,-89.79239
LAKE GEORGE,Minnesota,1933,0,True,47.20087,-94.99397
LAKE HUBERT,Minnesota,1929,0,True,46.50222,-94.25722
LAKE LEELANAU,Michigan,1924,0,True,44.98176,-85.71517
LAKE LURE,North Carolina,1927,0,True,35.43095,-82.22071
LAKE MILTON,Ohio,1942,0,True,41.09617,-80.99171
LAKE ORION,Michigan,1929,0,True,42.79116,-83.24704
LAKE TOMAHAWK,Wisconsin,1928,0,True,45.81463,-89.5936
LAKESIDE-MARBLEHEAD,Ohio,1965,0,True,41.53969,-82.74059
LAKIN,West Virginia,1925,1,True,38.95869,-82.08709
LAMAR,West Virginia,1930,1,True,37.454,-81.30482
LAMERO,Kentucky,1925,0,True,37.31064,-84.1741
LAMONT,Kentucky,1940,1,True,37.34952,-83.31212
LAND O'LAKES,Wisconsin,1923,0,True,46.15474,-89.39615
LANDO MINES,West Virginia,1941,1,True,37.7051,-82.14624
LANDVILLE,West Virginia,1921,1,True,37.71233,-81.86734
LANHAM-SEABROOK,Maryland,1976,0,True,38.96691,-76.84536
LAREW,West Virginia,1921,1,True,39.43509,-79.68561
LARKSLANE,Kentucky,1948,1,True,37.38482,-82.88127
LATANES,Virginia,1926,2,True,38.1768,-76.96303
LATHROP VILLAGE,Michigan,1956,1,True,42.49667,-83.2225
LAUADA,North Carolina,1921,1,True,35.37287,-83.50405
LAUER,Indiana,1930,1,True,37.87922,-86.60165
LAUREL,Virginia,1933,1,True,37.64292,-77.50887
LAVALE,Maryland,1947,2,True,39.65564,-78.81058
LAVILLE,West Virginia,1923,2,True,38.13704,-81.89624
LAWSON,Kentucky,1925,1,True,37.60203,-83.45852
LAWSONVILLE,North Carolina,1924,0,True,36.48964,-80.23301
LAXON,North Carolina,1924,1,True,36.23541,-81.54622
LE CENTER,Minnesota,1931,0,True,44.39059,-93.73123
LEATHA,Kentucky,1922,1,True,37.81815,-83.01656
LEATHERWOOD,Kentucky,1949,0,True,37.04019,-83.17093
LEEVALE,West Virginia,1921,1,True,37.96622,-81.52511
LEISURE,Kentucky,1932,2,True,38.04481,-83.30407
LEONETH,Minnesota,1922,1,True,47.46167,-93.57167
LES CHENEAUX CLUB,Michigan,1927,1,True,45.99917,-84.37778
LESLIE,West Virginia,1921,0,True,38.04596,-80.72242
LET,West Virginia,1924,2,True,38.89231,-80.8276
LETCHER,Kentucky,1926,0,True,37.15227,-82.95092
LEWIS CREEK,Kentucky,1941,1,True,36.99087,-83.31347
LEXINGTON PARK,Maryland,1947,0,True,38.26418,-76.45298
LICK BRANCH,Kentucky,1924,3,True,37.9495,-83.21588
LICO,West Virginia,1926,2,True,38.24149,-81.73901
LILYPONS,Maryland,1933,1,True,39.29538,-77.43138
LIME SPRINGS,Iowa,1949,0,True,43.44904,-92.28082
LINCOLN,Kentucky,1923,1,True,37.0574,-83.73934
LINCOLN PARK,Michigan,1954,0,True,42.25348,-83.17292
LINDSEYVILLE,Kentucky,1935,0,True,37.23588,-86.29442
LINTHICUM,Maryland,1921,0,True,39.20344,-76.66219
LINWOOD,Kentucky,1934,1,True,37.3395,-85.75997
LIONILLI,Kentucky,1921,1,True,37.26066,-82.61127
LISLE,Kentucky,1936,3,True,36.78236,-83.39869
LITTCARR,Kentucky,1922,0,True,37.25528,-82.94324
LITTLE,Kentucky,1931,0,True,37.43981,-83.36185
LITTLE BARREN,Kentucky,1940,1,True,37.12783,-85.61775
LITTLE DIXIE,Kentucky,1947,1,True,37.46149,-82.55932
LITTLE LAKE,Michigan,1966,0,True,46.28789,-87.34159
LITWAR,West Virginia,1921,2,True,37.4815,-81.83845
LIVONIA,Michigan,1954,0,True,42.37077,-83.35137
LLOYD,Kentucky,1952,0,True,38.62008,-82.86461
LOCKARDS,Kentucky,1931,2,True,37.11714,-83.72946
LODALE,Kentucky,1932,1,True,38.04312,-86.28081
LOGAN,North Carolina,1933,3,True,35.42735,-81.89927
LOMAX,West Virginia,1925,5,True,37.31872,-81.70789
LONDONDERRY,Ohio,1929,0,True,39.26524,-82.79094
LONE,Kentucky,1934,0,True,37.53009,-83.6038
LONEWILLOW,West Virginia,1925,2,True,38.74426,-81.41707
LONG BEACH,North Carolina,1949,1,True,33.91045,-78.11777
LONG BOTTOM,Kentucky,1939,1,True,36.88229,-85.12968
LONGFORK,Virginia,1924,1,True,37.12316,-82.49321
LONGHURST,North Carolina,1936,0,True,36.42514,-78.96695
LONGWOOD,North Carolina,1926,0,True,34.00504,-78.54361
LOOPEMOUNT,West Virginia,1925,4,True,37.84345,-80.34979
LORETTA,Wisconsin,1927,1,True,45.88551,-90.85294
LOUELLEN,Kentucky,1921,1,True,36.91276,-83.09067
LOUISA,Iowa,1923,2,True,42.03139,-91.6674
LOUISBURG,Minnesota,1988,0,True,45.16611,-96.17083
LOUISE,West Virginia,1921,2,True,40.30396,-80.56535
LOVELY,Kentucky,1931,0,True,37.83016,-82.40202
LOVESMILL,Virginia,1923,1,True,36.90598,-78.28389
LOWER POMPEY,Kentucky,1923,2,True,37.45528,-82.4265
LOYALL,Kentucky,1932,0,True,36.85262,-83.3534
LUCKY FORK,Kentucky,1937,1,True,37.36759,-83.56991
LUNA PIER,Michigan,1930,1,True,41.8093,-83.4428
LUNER,Kentucky,1921,1,True,37.23564,-84.27549
LUTHERVILLE-TIMONIUM,Maryland,1957,0,True,39.43997,-76.61099
LYNCH,Kentucky,1922,0,True,36.96452,-82.91394
LYNCO,West Virginia,1943,0,True,37.68585,-81.65817
LYNDHURST,Ohio,1928,1,True,41.5195,-81.48873
LYNN SPRING,Virginia,1938,1,True,37.10456,-81.93373
MACARTHUR,West Virginia,1942,0,True,37.75351,-81.21794
MACBETH,West Virginia,1922,2,True,37.81677,-81.90818
MACKINAW CITY,Michigan,1936,0,True,45.78123,-84.72706
MADAM CREEK,West Virginia,1922,2,True,37.67706,-80.93037
MADELEINE,West Virginia,1927,3,True,37.58039,-81.30427
MAGGARD,Kentucky,1929,1,True,37.8187,-83.09545
MAGGIE VALLEY,North Carolina,1974,0,True,35.51846,-83.10009
MAHKONCE,Minnesota,1924,4,True,47.32444,-95.61528
MAINEVILLE,Ohio,1961,0,True,39.31997,-84.22005
MAKINEN,Minnesota,1922,0,True,47.35702,-92.3689
MALCO,West Virginia,1933,4,True,37.58039,-81.30427
MANAKIN-SABOT,Virginia,1961,0,True,37.6132,-77.74694
MANHATTAN BEACH,Minnesota,1939,0,True,46.72833,-94.13444
MANITOWISH WATERS,Wisconsin,1948,0,True,46.13581,-89.88705
MANSON,Wisconsin,1923,5,True,45.56663,-89.66153
MANTON,Kentucky,1940,0,True,37.55621,-82.79377
MAPLE MOUNT,Kentucky,1934,0,True,37.69296,-87.32473
MARE CREEK,Kentucky,1947,1,True,37.56522,-82.6424
MARFRANCE,West Virginia,1921,1,True,38.05567,-80.6912
MARIANNA,West Virginia,1941,1,True,37.60039,-81.61122
MARSHALLVILLE,Kentucky,1942,0,True,37.67868,-82.98952
MARSHES SIDING,Kentucky,1924,0,True,36.74318,-84.48123
MARTHA GAP,Virginia,1924,2,True,37.19344,-82.28792
MARTIN,Kentucky,1926,0,True,37.57387,-82.75201
MARTINS FORK,Kentucky,1922,2,True,36.74007,-83.26398
MARY ALICE,Kentucky,1947,0,True,36.78425,-83.3299
MARYBILL,West Virginia,1944,1,True,38.26872,-80.68231
MARYLAND POINT,Maryland,1936,1,True,38.39762,-77.20498
MASHFORK,Kentucky,1922,1,True,37.75926,-82.98739
MASONIC HOME,Kentucky,1934,0,True,38.25754,-85.66302
MASS CITY,Michigan,1977,0,True,46.76295,-89.07938
MATHENY,West Virginia,1952,0,True,37.66479,-81.59972
MATHERTON,Michigan,1931,1,True,43.06837,-84.83694
MATTAPONI,Virginia,1940,0,True,37.53422,-76.77436
MATTS,West Virginia,1928,4,True,37.90983,-81.60233
MAVIS,West Virginia,1930,1,True,38.67149,-80.77487
MAVISDALE,Virginia,1938,0,True,37.19657,-82.00829
MAY,Kentucky,1933,1,True,37.27124,-82.87811
MAYFIELD HEIGHTS,Ohio,1925,1,True,41.51922,-81.4579
MAYFLOWER,Kentucky,1925,1,True,37.60177,-82.52404
MCANDREWS,Kentucky,1921,0,True,37.57257,-82.2684
MCCAIN,North Carolina,1948,0,True,35.06072,-79.34559
MCCONNELL,West Virginia,1925,1,True,37.82483,-81.96651
MCCRADY,Virginia,1936,3,True,36.90345,-81.73623
MCFARLAND,Wisconsin,1924,0,True,43.01378,-89.28977
MCGINN,Michigan,1923,1,True,44.81389,-83.82778
MCKEEFREY,West Virginia,1922,2,True,39.89341,-80.78953
MCKIM,West Virginia,1930,4,True,39.39119,-81.13511
MCROSS,West Virginia,1942,1,True,37.98873,-80.74842
MEAD,West Virginia,1930,1,True,37.62456,-81.26066
MEALLY,Kentucky,1921,0,True,37.79472,-82.7528
MECHANICSVILLE,Virginia,1928,0,True,37.60314,-77.37419
MEDINAH,Illinois,1924,0,True,41.97605,-88.05184
MELDRUM,Kentucky,1924,4,True,36.66703,-83.69408
MELRUDE,Minnesota,1927,0,True,47.24556,-92.41694
MERRIMAC,Wisconsin,1950,0,True,43.3735,-89.62377
MERRIWEATHER,Michigan,1925,2,True,46.57361,-89.63583
MIAMITOWN,Ohio,1923,0,True,39.21425,-84.70492
MIDDLE,Iowa,1933,0,True,41.79412,-91.90322
MIDLOTHIAN,Illinois,1922,0,True,41.62471,-87.71805
MIDWAY,West Virginia,1946,0,True,37.71441,-81.23799
MIDWAY ISLAND,Virginia,1943,1,True,38.49873,-77.36887
MILAM,North Carolina,1935,1,True,36.39595,-81.61122
MILES,Virginia,1950,0,True,37.4093,-76.36272
MILES STORE,Virginia,1929,1,True,37.4093,-76.36272
MILL POND,Kentucky,1921,1,True,37.22662,-83.72472
MILLER YARD,Virginia,1924,1,True,36.86232,-82.41487
MIRROR LAKE,Wisconsin,1926,3,True,43.54387,-89.83707
MISSOURI BRANCH,West Virginia,1929,1,True,37.99843,-82.40626
MOCT,Kentucky,1922,1,True,37.66148,-83.34574
MOHEGAN,West Virginia,1925,1,True,37.45317,-81.63066
MOLLIE,West Virginia,1935,1,True,38.44204,-81.19817
MONTECARLO,West Virginia,1921,4,True,37.51623,-81.36177
MOREE,Kentucky,1923,1,True,37.71899,-82.50432
MOUNT  SAINT FRANCIS,Indiana,1937,0,True,38.33599,-85.90479
MOUNT HAYS,Maryland,1931,1,True,39.32011,-76.51552
